,volume,time,Open,High,Low,Close,Pair
0,1,2003-12-29T22:00:00.000000000Z,0.65425,0.65425,0.65425,0.65425,NZD_USD
1,1,2003-12-30T22:00:00.000000000Z,0.65630,0.65630,0.65630,0.65630,NZD_USD
2,3,2003-12-31T22:00:00.000000000Z,0.65510,0.65510,0.65510,0.65510,NZD_USD
3,2,2004-01-01T22:00:00.000000000Z,0.65900,0.65900,0.65900,0.65900,NZD_USD
4,2,2004-01-03T22:00:00.000000000Z,0.65940,0.65940,0.65940,0.65940,NZD_USD
5,2,2004-01-04T22:00:00.000000000Z,0.67035,0.67035,0.67035,0.67035,NZD_USD
6,2,2004-01-05T22:00:00.000000000Z,0.67215,0.67215,0.67215,0.67215,NZD_USD
7,2,2004-01-06T22:00:00.000000000Z,0.67035,0.67035,0.67035,0.67035,NZD_USD
8,2,2004-01-07T22:00:00.000000000Z,0.67655,0.67655,0.67655,0.67655,NZD_USD
9,2,2004-01-08T22:00:00.000000000Z,0.68190,0.68190,0.68190,0.68190,NZD_USD
10,2,2004-01-10T22:00:00.000000000Z,0.68180,0.68180,0.68180,0.68180,NZD_USD
11,2,2004-01-11T22:00:00.000000000Z,0.68145,0.68145,0.68145,0.68145,NZD_USD
12,2,2004-01-12T22:00:00.000000000Z,0.68295,0.68295,0.68295,0.68295,NZD_USD
13,2,2004-01-13T22:00:00.000000000Z,0.68025,0.68025,0.68025,0.68025,NZD_USD
14,2,2004-01-14T22:00:00.000000000Z,0.67205,0.67205,0.67205,0.67205,NZD_USD
15,2,2004-01-15T22:00:00.000000000Z,0.66450,0.66450,0.66450,0.66450,NZD_USD
16,2,2004-01-17T22:00:00.000000000Z,0.66450,0.66450,0.66450,0.66450,NZD_USD
17,2,2004-01-18T22:00:00.000000000Z,0.65545,0.65545,0.65545,0.65545,NZD_USD
18,2,2004-01-19T22:00:00.000000000Z,0.66695,0.66695,0.66695,0.66695,NZD_USD
19,2,2004-01-20T22:00:00.000000000Z,0.67195,0.67195,0.67195,0.67195,NZD_USD
20,2,2004-01-21T22:00:00.000000000Z,0.67705,0.67705,0.67705,0.67705,NZD_USD
21,2,2004-01-22T22:00:00.000000000Z,0.67280,0.67280,0.67280,0.67280,NZD_USD
22,2,2004-01-24T22:00:00.000000000Z,0.67160,0.67160,0.67160,0.67160,NZD_USD
23,2,2004-01-25T22:00:00.000000000Z,0.67045,0.67045,0.67045,0.67045,NZD_USD
24,2,2004-01-26T22:00:00.000000000Z,0.67825,0.67825,0.67825,0.67825,NZD_USD
25,2,2004-01-27T22:00:00.000000000Z,0.67685,0.67685,0.67685,0.67685,NZD_USD
26,2,2004-01-28T22:00:00.000000000Z,0.66995,0.66995,0.66995,0.66995,NZD_USD
27,2,2004-01-29T22:00:00.000000000Z,0.67390,0.67390,0.67390,0.67390,NZD_USD
28,2,2004-01-30T22:00:00.000000000Z,0.67390,0.67390,0.67390,0.67390,NZD_USD
29,2,2004-02-01T22:00:00.000000000Z,0.67345,0.67345,0.67345,0.67345,NZD_USD
30,2,2004-02-02T22:00:00.000000000Z,0.68105,0.68105,0.68105,0.68105,NZD_USD
31,2,2004-02-03T22:00:00.000000000Z,0.68205,0.68205,0.68205,0.68205,NZD_USD
32,2,2004-02-04T22:00:00.000000000Z,0.68715,0.68715,0.68715,0.68715,NZD_USD
33,2,2004-02-05T22:00:00.000000000Z,0.69390,0.69390,0.69390,0.69390,NZD_USD
34,2,2004-02-07T22:00:00.000000000Z,0.68940,0.68940,0.68940,0.68940,NZD_USD
35,2,2004-02-08T22:00:00.000000000Z,0.69625,0.69625,0.69625,0.69625,NZD_USD
36,2,2004-02-09T22:00:00.000000000Z,0.69925,0.69925,0.69925,0.69925,NZD_USD
37,2,2004-02-10T22:00:00.000000000Z,0.70105,0.70105,0.70105,0.70105,NZD_USD
38,2,2004-02-11T22:00:00.000000000Z,0.69965,0.69965,0.69965,0.69965,NZD_USD
39,2,2004-02-12T22:00:00.000000000Z,0.70160,0.70160,0.70160,0.70160,NZD_USD
40,2,2004-02-14T22:00:00.000000000Z,0.70060,0.70060,0.70060,0.70060,NZD_USD
41,2,2004-02-15T22:00:00.000000000Z,0.70655,0.70655,0.70655,0.70655,NZD_USD
42,2,2004-02-16T22:00:00.000000000Z,0.70945,0.70945,0.70945,0.70945,NZD_USD
43,2,2004-02-17T22:00:00.000000000Z,0.69965,0.69965,0.69965,0.69965,NZD_USD
44,2,2004-02-18T22:00:00.000000000Z,0.70065,0.70065,0.70065,0.70065,NZD_USD
45,2,2004-02-19T22:00:00.000000000Z,0.68390,0.68390,0.68390,0.68390,NZD_USD
46,2,2004-02-21T22:00:00.000000000Z,0.68165,0.68165,0.68165,0.68165,NZD_USD
47,2,2004-02-22T22:00:00.000000000Z,0.68165,0.68165,0.68165,0.68165,NZD_USD
48,2,2004-02-23T22:00:00.000000000Z,0.69055,0.69055,0.69055,0.69055,NZD_USD
49,2,2004-02-24T22:00:00.000000000Z,0.68735,0.68735,0.68735,0.68735,NZD_USD
50,2,2004-02-25T22:00:00.000000000Z,0.68655,0.68655,0.68655,0.68655,NZD_USD
51,2,2004-02-26T22:00:00.000000000Z,0.68710,0.68710,0.68710,0.68710,NZD_USD
52,2,2004-02-28T22:00:00.000000000Z,0.68660,0.68660,0.68660,0.68660,NZD_USD
53,2,2004-02-29T22:00:00.000000000Z,0.68905,0.68905,0.68905,0.68905,NZD_USD
54,2,2004-03-01T22:00:00.000000000Z,0.68055,0.68055,0.68055,0.68055,NZD_USD
55,2,2004-03-02T22:00:00.000000000Z,0.67205,0.67205,0.67205,0.67205,NZD_USD
56,2,2004-03-03T22:00:00.000000000Z,0.66715,0.66715,0.66715,0.66715,NZD_USD
57,2,2004-03-04T22:00:00.000000000Z,0.67480,0.67480,0.67480,0.67480,NZD_USD
